#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-09-20T11:15:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ57e1190354ae	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-sort=_r
#-nav=cat:I/337&tab:{I/337/tgas}&key:source=I/337/tgas&HTTPPRM:&
#-c=19 16 22.1 -16 15 00.0
#-c.eq=J2000
#-c.r=  120
#-c.u=arcmin
#-c.geom=r
#-source=I/337/tgas
#-order=I
#-out.orig=standard
#-out=HIP
#-out=TYC2
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#
#INFO	-c=289.092083-16.250000,rm=120.	
#

#RESOURCE=yCat_1337
#Name: I/337
#Title: Gaia DR1 (Gaia Collaboration, 2016)
#Coosys	J2000_2015.000:	eq_FK5 J2000
#Table	I_337_tgas:
#Name: I/337/tgas
#Title: TGAS: Subset of GaiaSource comprising those stars in the Hipparcos and Tycho-2 Catalogues for which a full
#5-parameter astrometric solution has been possible in Gaia Data Release
#(TgasSource) ({\bf Download } Tgas Sources as vo tables, fits or csv
#\W{xplain}{http://1016243957.rsc.cdn77.org/Gaia/tgas_source/}{here})
# (\originalcolumnnames)
#Column	_r	(F8.4)	Distance from center (289.0920833333-16.2500000000)[FK5/J2000], at Epoch=J2015.0	[ucd=pos.angDistance]
#Column	HIP	(I6)	? Hipparcos identifier (\original{hip}) [NULL integer written as an empty string]	[ucd=meta.id.cross]
#Column	TYC2	(A12)	Tycho 2 identifier (\original{tycho2_id})	[ucd=meta.id.cross]
#Column	RA_ICRS	(F14.10)	Right ascension (ICRS) at epoch 2015.0 (\original{ra})	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F14.10)	Declination (ICRS) at epoch 2015.0 (\original{dec})	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F6.2)	Absolute barycentric stellar parallax of the source at the reference epoch Epoch (\original{parallax})	[ucd=pos.parallax]
#Column	e_Plx	(F5.2)	Standard error of parallax (\original{parallax_error})	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	Proper motion in right ascension direction (\original{pmRA}) (G5)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	Standard error of proper motion in right ascension direction (\original{pmra_error})	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Proper motion in declination direction (\original{pmdec}) (G6)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	Standard error of proper motion in declination direction (\original{pmdec_error})	[ucd=stat.error;pos.pm;pos.eq.dec]
_r;HIP;TYC2;RA_ICRS;DE_ICRS;Plx;e_Plx;pmRA;e_pmRA;pmDE;e_pmDE
 92.9930;      ;6283-1410-1 ;287.5198260422;-15.9039647865; -0.21; 0.31;    1.185; 2.510;    6.178; 2.253
 92.9975;      ;5720-723-1  ;288.2945208085;-14.9038328325;  1.79; 0.32;  -12.164; 6.492;  -15.617; 5.625
 93.0070;      ;5720-185-1  ;288.5105076290;-14.8047006378;  2.80; 0.46;    0.771; 0.920;    2.414; 0.929
 93.1871;      ;6300-1655-1 ;289.9868837703;-17.5458380263;  1.01; 0.24;    1.193; 3.329;   -3.573; 3.094
 93.2021;      ;6297-1403-1 ;290.6579970919;-16.6468426141;  0.11; 0.45;   10.242; 3.627;    5.748; 3.167
 93.2543;      ;6283-279-1  ;287.8820481289;-15.2208233898;  2.01; 0.54;   -3.368; 3.645;  -31.218; 3.281
 93.2769;      ;6283-1081-1 ;287.6505472811;-15.5466016799;  0.93; 0.24;    2.781; 2.954;   -0.837; 2.722
 93.3044;      ;5721-1418-1 ;289.5122158580;-14.7485478507;  2.37; 0.23;   -3.091; 1.280;    1.526; 1.209
 93.3367;      ;6283-947-1  ;287.5471109410;-16.7246264744;  1.84; 0.24;   -1.552; 3.312;   20.178; 3.110
 93.4489;      ;6287-1132-1 ;287.7080535212;-17.0671129475;  4.85; 0.32;   -0.328; 3.946;   -2.592; 3.561
 93.4978;      ;6287-2363-1 ;287.6425104062;-16.9561366206;  5.05; 0.26;  -27.377; 2.817;  -13.043; 2.543
 93.5034;      ;6297-456-1  ;290.0632075363;-15.0034165374;  0.60; 0.29;    3.010; 3.268;   -0.965; 2.932
 93.5675;      ;5721-1464-1 ;289.9643472291;-14.9361960998;  0.77; 0.32;   -4.912; 3.155;   -4.694; 2.852
 93.5694;      ;5720-384-1  ;288.4633159698;-14.8129790984;  1.72; 0.37;    9.919; 4.312;  -11.290; 4.292
 93.6521;      ;5721-833-1  ;289.3247149258;-14.7053161632;  0.31; 0.29;    1.859; 2.728;   -3.403; 2.501
 93.6687;      ;6283-609-1  ;287.4804988409;-16.4644240597;  0.78; 0.36;   -9.025; 4.222;   -7.454; 4.123
 93.7563;      ;6301-1688-1 ;290.3686334591;-17.2233167597;  1.88; 0.28;   -8.627; 1.505;  -12.950; 1.381
 93.8207;      ;5721-1090-1 ;289.5712482330;-14.7560430479;  1.27; 0.56;   -2.872; 2.319;   -4.795; 2.270
 94.1143;      ;6297-359-1  ;290.1893771029;-15.0905792805;  4.41; 0.28;  -23.413; 2.332;  -32.151; 2.093
 94.2971;      ;6300-1565-1 ;288.1144510753;-17.5128798785;  0.66; 0.32;    7.780; 3.226;   10.517; 2.961
 94.5399;      ;6283-456-1  ;287.4615461261;-16.0764742936;  3.19; 0.33;   -0.024; 3.067;  -17.203; 2.776
 94.5482;      ;6283-699-1  ;287.4517289994;-16.3123780975;  1.30; 0.26;   -2.207; 1.920;    1.158; 1.854
 94.6197;      ;6301-2071-1 ;290.1837143489;-17.4312388683;  1.91; 0.25;   -0.714; 5.635;    0.334; 4.969
 94.7527;      ;6300-308-1  ;288.0562782977;-17.4793761427;  3.00; 0.37;    7.455; 3.665;   -4.891; 3.345
 94.9253;      ;6300-628-1  ;289.3333368872;-17.8151836078;  1.56; 0.44;   -4.828; 3.122;  -14.656; 2.908
 95.0039;      ;6283-1308-1 ;287.4890905335;-16.6286596632;  3.07; 0.25;   -0.583; 3.204;  -16.389; 3.008
 95.0339;      ;6300-1948-1 ;288.2081470488;-17.5892570878;  1.90; 0.31;    5.806; 3.320;    8.802; 3.071
 95.1352;      ;6297-1276-1 ;290.1354036653;-15.0233385173;  0.71; 0.26;   -0.619; 3.040;   -3.366; 2.737
 95.1543;      ;6297-571-1  ;290.7323485302;-16.4443638416;  4.46; 0.28;    9.090; 0.847;  -18.032; 0.722
 95.1582;      ;6283-962-1  ;287.7399803817;-15.3430019390;  0.92; 0.28;    1.645; 3.227;  -12.692; 3.036
 95.2095;      ;6283-959-1  ;287.8473283070;-15.2095535838;  1.15; 0.41;    2.314; 0.515;    0.634; 0.587
 95.3084;      ;5721-1244-1 ;289.5197533431;-14.7159228365;  1.10; 0.36;    6.812; 2.605;   -8.214; 2.279
 95.4352;      ;6301-902-1  ;290.6034953325;-16.9069726542;  2.47; 0.27;    1.087; 2.636;  -19.832; 2.466
 95.4631;      ;6297-715-1  ;290.7382084781;-16.4406429275;  0.08; 0.29;    9.036; 1.248;    6.025; 1.158
 95.4678;      ;5721-1212-1 ;289.4418488987;-14.6949843426;  1.28; 0.24;  -10.576; 2.509;  -24.623; 2.494
 95.5189;      ;6283-1111-1 ;287.4451599084;-16.0706192089;  0.46; 0.46;   -5.871; 4.441;   -1.869; 3.941
 95.5664;      ;5721-1471-1 ;289.9747422641;-14.9031301040;  0.85; 0.35;    2.623; 2.897;   -4.884; 2.850
 95.5897;      ;6297-290-1  ;290.6900749131;-15.8262967498;  0.25; 0.48;   12.141; 4.890;    6.828; 4.816
 95.6251;      ;5721-1172-1 ;289.8695418159;-14.8432097060;  1.46; 0.31;   11.828; 3.783;  -19.357; 2.921
 95.7382;      ;5721-895-1  ;289.3749144562;-14.6778185329;  1.24; 0.30;    1.917; 2.623;   -3.257; 2.618
 95.8541;      ;5721-1339-1 ;289.3941974155;-14.6791894132;  0.20; 0.61;    2.327; 4.477;   -3.852; 4.117
 95.8761;      ;5721-940-1  ;289.3548392384;-14.6722590149;  1.46; 0.58;    0.902; 4.285;   -2.546; 4.005
 95.9026;      ;6287-2226-1 ;287.7953177020;-17.2564710777;  2.54; 0.27;    4.555; 2.612;   -4.710; 2.350
 96.0030;      ;5720-569-1  ;288.2177094532;-14.8895760121;  2.36; 0.39;   -7.715; 4.106;   -1.699; 3.567
 96.0204;      ;6283-960-1  ;287.4322089365;-16.1091143188;  1.22; 0.60;  -13.745; 3.223;   -8.691; 1.528
 96.0846; 94152;            ;287.4733417928;-16.6427479333;  2.14; 0.28;    2.816; 0.085;    9.050; 0.052
 96.0879;      ;6283-595-1  ;287.7526790630;-15.2995660140;  2.69; 0.49;    7.204; 3.486;   -0.768; 3.270
 96.1810;      ;6300-1518-1 ;289.0027019675;-17.8507378624;  0.82; 0.30;   -2.389; 3.465;   -5.416; 3.230
 96.2571;      ;6300-24-1   ;288.5745632924;-17.7760564594;  1.28; 0.31;    7.920; 3.019;   -0.919; 2.874
 96.3061;      ;5720-188-1  ;288.9268803001;-14.6528146343;  0.29; 0.29;   -6.128; 2.628;    3.835; 2.345
 96.3296;      ;6301-1714-1 ;290.1896151408;-17.4642411719;  1.05; 0.24;    4.814; 3.366;    0.906; 2.977
 96.3703;      ;6287-1562-1 ;287.7184571643;-17.1714105632;  1.74; 0.39;   -1.552; 5.883;    1.299; 5.267
 96.4279;      ;5720-1214-1 ;289.1209983220;-14.6431092693;  3.22; 0.24;    1.262; 2.271;   -1.863; 2.028
 96.4618;      ;6287-2374-1 ;287.6223476430;-17.0256930656;  0.86; 0.32;    6.867; 5.548;   -6.046; 4.966
 96.5073;      ;6283-1423-1 ;287.5262210125;-16.8278678651;  0.21; 0.38;    0.654; 5.574;    1.490; 4.988
 96.5726;      ;6287-2210-1 ;287.8847589211;-17.3702525017;  1.40; 0.65;    3.022; 2.853;   -4.561; 2.666
 96.6203;      ;5721-1523-1 ;290.1274491459;-14.9855032548;  1.13; 0.27;    0.751; 3.292;    1.496; 2.788
 96.7197;      ;6283-452-1  ;287.4390461334;-16.5393252492;  1.01; 0.47;    0.444; 5.721;  -15.478; 5.755
 96.8618;      ;6300-1806-1 ;288.2651108705;-17.6572933895;  4.98; 0.32;   25.838; 2.165;   -5.218; 2.014
 96.8690;      ;6300-536-1  ;288.6971507700;-17.8197084427;  2.36; 0.27;   -7.538; 2.427;   -0.103; 2.218
 96.8953;      ;5721-868-1  ;289.7305896354;-14.7568693450;  2.14; 0.33;   16.493; 3.590;  -12.817; 3.188
 96.9016;      ;6297-298-1  ;290.4512526277;-15.3025943861;  2.63; 0.46;   -5.264; 3.445;  -15.459; 3.028
 96.9207;      ;6283-174-1  ;287.5152166827;-15.6922212346;  0.33; 0.41;    0.366; 3.546;    0.325; 3.276
 96.9988;      ;6300-1177-1 ;289.7244515130;-17.7492891703;  1.63; 0.26;    8.323; 1.782;    4.485; 1.491
 97.0419; 95172;            ;290.4231885209;-17.2455957733; 13.51; 0.39;  -75.293; 0.045;  -40.238; 0.032
 97.1231;      ;5720-425-1  ;288.0820106014;-14.9562203481;  1.79; 0.82;   -1.187; 3.628;   12.299; 3.340
 97.2740;      ;6283-966-1  ;287.4408313991;-16.5960307238;  1.12; 0.39;    3.378; 4.464;   -0.058; 4.202
 97.2760;      ;6283-1219-1 ;287.4163730570;-16.0554674582;  0.50; 0.46;   -7.122; 4.059;   -1.992; 4.091
 97.3259;      ;5721-1064-1 ;289.2793393121;-14.6379743603;  1.20; 0.42;   -5.256; 3.073;   -8.098; 2.868
 97.3325;      ;6300-966-1  ;289.2866505708;-17.8615096698;  2.65; 0.24;  -20.152; 1.994;   -9.797; 1.881
 97.4483;      ;6297-922-1  ;290.6067338788;-15.5318804721;  1.69; 0.24;   -2.842; 2.182;   -9.840; 1.970
 97.4626;      ;6300-20-1   ;288.6359060667;-17.8147266849;  1.03; 0.28;   -4.774; 2.578;   -4.585; 2.628
 97.5027;      ;5721-1224-1 ;289.4746158624;-14.6673290029;  8.58; 0.44;  -78.988; 0.982; -141.813; 1.628
 97.5344;      ;5720-759-1  ;288.3346522066;-14.7974456379;  0.64; 0.39;    4.915; 6.159;   -1.870; 5.337
 97.5911;      ;6297-1246-1 ;290.7734470183;-16.0566016491;  1.17; 0.43;   -9.845; 4.312;  -16.704; 3.879
 97.5971;      ;6297-49-1   ;290.6902145164;-16.7963345524;  0.88; 0.83;    4.729; 3.675;   -6.848; 2.153
 97.6034;      ;6287-1109-1 ;287.5658703028;-16.9621799577;  1.98; 0.79;   -0.305; 5.628;  -10.992; 5.116
 97.6604;      ;6283-1338-1 ;287.4360581779;-16.6053299430;  0.83; 0.24;   -0.215; 3.204;    3.409; 3.004
 97.6904;      ;6287-1768-1 ;287.7247448571;-17.2176691829;  2.03; 0.29;   -0.065; 1.969;  -11.203; 1.968
 97.7262;      ;6300-561-1  ;288.0884202581;-17.5656029669; -0.32; 0.87;   -2.545; 3.490;    0.467; 3.296
 97.8104;      ;5721-1164-1 ;289.6720774437;-14.7186367794;  1.12; 0.49;   -1.356; 3.234;   -1.327; 2.899
 97.8283;      ;6283-1034-1 ;287.4655200990;-16.7252509586;  0.82; 0.25;  -10.900; 3.663;  -13.579; 3.271
 97.8340;      ;5720-111-1  ;288.9491584999;-14.6252630424;  7.64; 0.25;   31.995; 1.735;  -11.945; 1.594
 97.8653;      ;6287-2200-1 ;287.9770653467;-17.4836575980;  2.59; 0.29;   -7.822; 2.587;   -1.727; 2.335
 97.9327;      ;5721-1313-1 ;289.7385812784;-14.7413531111;  1.32; 0.29;    9.414; 1.397;   -1.224; 1.298
 97.9622;      ;6297-682-1  ;290.4904890255;-15.3253422973;  1.34; 0.35;   -2.382; 2.825;  -10.018; 2.467
 97.9744;      ;6283-601-1  ;287.5391465336;-15.5895068861;  0.45; 0.43;   -8.118; 4.027;   -6.769; 3.550
 98.0966;      ;6287-1452-1 ;287.6653851496;-17.1476015111;  0.87; 0.42;   -8.939; 4.019;  -12.742; 3.762
 98.1026;      ;5720-710-1  ;288.8678006248;-14.6293106076;  1.52; 0.31;    8.184; 2.547;  -16.822; 2.278
 98.1095;      ;6297-196-1  ;290.7725459699;-16.5230678798;  4.84; 0.51;  -22.836; 3.392;    5.982; 3.048
 98.2365;      ;6283-1064-1 ;287.3866757117;-16.2494052300;  0.61; 0.93;    5.716; 5.109;   -8.032; 2.460
 98.3653;      ;6300-555-1  ;288.3549429021;-17.7301204995;  0.94; 0.42;  -12.522; 4.475;   -2.024; 4.138
 98.3853;      ;6300-1293-1 ;289.4330934819;-17.8570209379;  2.54; 0.31;   -1.331; 2.828;  -13.662; 2.638
 98.3958;      ;6297-1084-1 ;290.7826420827;-16.4917566206;  0.01; 0.73;    5.311; 3.210;    1.006; 2.914
 98.4927;      ;6300-110-1  ;288.0486518129;-17.5530738983;  1.77; 0.78;   -6.679; 3.031;  -10.843; 2.885
 98.7566;      ;6283-187-1  ;287.3787869148;-16.1963614500;  0.67; 0.33;    0.550; 3.916;   -7.066; 3.929
 98.8909;      ;6283-226-1  ;287.3789396271;-16.1495464385;  1.53; 0.56;   -1.314; 2.692;   -7.860; 1.464
 98.9467;      ;5721-699-1  ;289.5007605336;-14.6486212555;  1.04; 0.55;    3.681; 2.884;   -4.002; 3.025
 98.9580;      ;6297-1372-1 ;290.7865068318;-16.5287959505;  5.11; 0.29;   12.259; 2.344;  -11.940; 2.102
 98.9673;      ;5720-727-1  ;288.9459231269;-14.6065733755;  3.19; 0.25;    1.682; 2.588;  -17.515; 2.058
 99.0776;      ;5721-1450-1 ;290.1855587750;-14.9780876777;  1.12; 0.26;   -4.220; 3.180;   -6.373; 2.694
 99.1094;      ;6297-392-1  ;290.4872849973;-15.2878402983;  1.01; 0.25;    5.776; 2.750;   -4.441; 2.360
 99.2497;      ;6283-1282-1 ;287.3823348260;-16.4617637187;  0.71; 0.49;    2.340; 4.658;   -3.590; 4.689
 99.3219;      ;6287-1478-1 ;287.6506408384;-17.1633674969;  1.59; 0.31;    0.664; 1.919;   -0.634; 1.781
 99.3377;      ;6283-466-1  ;287.3860940667;-16.4990645350;  0.06; 0.41;    3.727; 3.799;    5.430; 3.560
 99.4450;      ;6283-154-1  ;287.5188403914;-15.5732370935;  1.02; 0.27;   -6.133; 4.896;   -3.501; 4.294
 99.5617;      ;6297-262-1  ;290.4313418518;-15.2051467420;  1.00; 0.29;    2.124; 4.903;    8.479; 4.160
 99.6534;      ;6300-2008-1 ;289.0667014693;-17.9107132837;  6.56; 0.43;   38.584; 3.907;   -9.837; 3.534
 99.6571;      ;5720-749-1  ;288.7197786770;-14.6282783984;  1.34; 0.31;    1.949; 4.026;   10.299; 3.127
 99.6769;      ;6283-675-1  ;287.4366530489;-16.7402790947; -0.05; 0.87;   -2.776; 3.772;  -10.962; 3.529
 99.6951;      ;6300-84-1   ;289.7590039638;-17.7843429111;  2.25; 0.26;  -12.752; 3.049;   -1.439; 2.835
 99.8125;      ;6283-195-1  ;287.6671439747;-15.3081290083;  1.14; 0.38;   -2.887; 3.606;  -10.569; 3.387
 99.8790;      ;6300-1069-1 ;288.0541752661;-17.5860724386;  6.42; 0.68;    2.657; 1.928;  -13.414; 2.883
 99.8938;      ;6297-1081-1 ;290.3318859556;-15.0894110878;  1.31; 0.40;   -2.071; 3.881;  -11.112; 3.296
 99.9659;      ;5720-380-1  ;288.4956889745;-14.6861828557;  1.66; 0.34;    3.327; 1.290;   -4.729; 1.172
100.0053;      ;6283-1257-1 ;287.6729001870;-15.2945626230;  1.01; 0.30;   -4.294; 3.210;    1.978; 2.950
100.0818;      ;5721-660-1  ;289.5119411247;-14.6318051971;  1.33; 0.49;    6.269; 3.533;  -25.809; 3.596
100.1085;      ;6300-239-1  ;289.4683145326;-17.8792514583;  1.53; 0.99;    1.245; 0.837;   -4.932; 0.946
100.1175;      ;6283-1305-1 ;287.3757767898;-16.5202453557;  0.21; 0.52;   11.272; 4.487;    7.401; 4.220
100.2172;      ;6287-1070-1 ;287.5354458155;-17.0017717902;  0.67; 0.25;    5.762; 3.387;   -0.349; 3.107
100.2711;      ;5720-1070-1 ;289.0769075902;-14.5788784242;  3.17; 0.24;    3.959; 2.310;  -18.851; 2.106
100.3725;      ;6300-472-1  ;289.0645839770;-17.9226683176;  0.91; 0.29;    0.404; 1.871;   -2.641; 1.709
100.5263;      ;6297-747-1  ;290.8357083624;-16.3278062501;  1.39; 0.34;    0.961; 0.736;   -6.370; 0.713
100.5972;      ;6297-1354-1 ;290.7925091432;-16.6390355438;  2.25; 0.29;   -6.997; 4.426;   -6.173; 3.850
100.6078;      ;5721-1460-1 ;290.2032705844;-14.9591412357;  2.87; 0.37;   -9.020; 3.952;  -64.849; 3.350
100.6379;      ;6297-410-1  ;290.3209783574;-15.0612247340;  1.00; 0.35;    0.095; 3.481;   -0.164; 2.957
100.7272;      ;5721-1276-1 ;289.8613901595;-14.7437533697;  2.22; 0.26;    5.553; 3.292;  -13.518; 2.788
100.8737;      ;6287-2216-1 ;287.5978353027;-17.1320404053;  1.80; 0.58;  -19.189; 4.825;  -12.528; 4.539
100.8872;      ;6300-1401-1 ;289.3461781247;-17.9138207637;  1.81; 0.30;    8.166; 3.366;   -1.638; 3.112
100.9788;      ;5721-896-1  ;289.3098950956;-14.5801695494;  0.87; 0.31;   -3.985; 3.029;   -1.698; 2.752
101.0140;      ;6297-117-1  ;290.3356457289;-15.0665023061;  1.31; 0.24;    5.637; 3.637;   -0.348; 3.089
101.1052;      ;6297-1145-1 ;290.8136260190;-16.5855394533;  0.27; 0.33;   -3.434; 5.137;   -8.090; 4.476
101.3771;      ;5720-479-1  ;288.9607048637;-14.5651357425;  3.60; 0.39;  -22.905; 3.070;   -4.024; 2.768
101.3961;      ;6297-1411-1 ;290.7966347172;-16.6787214890;  1.06; 0.26;    6.760; 4.182;    2.497; 3.644
101.4498;      ;6297-1189-1 ;290.6674864580;-15.4998246457;  0.26; 0.47;   14.163; 3.542;   -1.714; 3.095
101.6999;      ;6287-2426-1 ;287.4543932375;-16.8896584892;  0.91; 0.26;    2.761; 5.491;   -3.193; 4.904
101.7159;      ;6287-2463-1 ;287.8204481369;-17.4301069652;  8.18; 0.45;    3.958; 1.620;   -5.509; 1.490
101.7502;      ;6300-1028-1 ;288.7574522308;-17.9153988604;  1.57; 0.32;   -1.032; 3.192;   -4.392; 3.016
101.8087;      ;5721-1356-1 ;289.2493002679;-14.5599712728;  1.79; 0.36;    7.044; 0.846;   -5.888; 0.954
101.9010; 94819;            ;289.4041247764;-17.9219555346;  7.42; 0.25;  -13.968; 0.063;  -47.788; 0.045
101.9253;      ;6297-916-1  ;290.8424662887;-16.5060322363;  1.91; 0.35;    6.822; 1.721;   -8.388; 1.558
101.9261;      ;6283-1226-1 ;287.3265583482;-16.1437633312;  0.71; 0.33;    0.828; 3.968;   -9.033; 3.698
101.9314;      ;6297-1137-1 ;290.8592909597;-16.3451486443;  6.57; 0.24;   12.407; 2.358;  -10.211; 2.251
101.9819;      ;6300-1587-1 ;289.1584814467;-17.9485130621;  0.72; 0.36;    4.853; 3.561;    7.201; 3.349
102.0419;      ;6287-1128-1 ;287.6697823751;-17.2686792737;  2.15; 0.33;    5.087; 3.857;    2.188; 3.459
102.0686;      ;6297-1191-1 ;290.3689811465;-15.0742799827;  0.86; 0.32;   -5.794; 3.443;  -20.222; 2.932
102.1855;      ;6283-590-1  ;287.3530075716;-16.5933317846;  1.64; 0.28;   -4.097; 2.800;   -4.644; 2.629
102.2660;      ;6301-912-1  ;290.5151232481;-17.2739873828;  2.75; 0.33;    6.845; 2.692;  -13.154; 2.450
102.3543;      ;6300-785-1  ;289.9519178411;-17.7446655761;  0.91; 0.33;   -5.432; 3.356;   -7.243; 3.227
102.4107;      ;5721-1285-1 ;289.8942887414;-14.7282481743;  1.29; 0.35;   -1.834; 2.420;   -8.881; 2.056
102.4109;      ;6283-565-1  ;287.3683822282;-16.6752433558;  0.80; 0.28;   -1.538; 4.182;    0.124; 3.735
102.4755;      ;6287-1054-1 ;287.4983074876;-17.0148840506;  2.06; 0.50;   -1.215; 2.679;  -10.128; 2.486
102.5212;      ;5721-1333-1 ;289.2158442854;-14.5454846174;  0.58; 0.27;    6.029; 2.898;    5.899; 2.670
102.5371;      ;6283-672-1  ;287.7462793421;-15.1355923495;  2.20; 0.50;  -10.012; 3.774;  -14.027; 3.373
102.6577;      ;6283-431-1  ;287.4179717883;-16.8433821351;  0.17; 0.27;   -4.909; 3.480;   -6.402; 3.110
102.7824;      ;5721-880-1  ;289.4275420924;-14.5677609775;  0.51; 0.33;    5.941; 3.252;    5.869; 3.242
102.8652;      ;5720-241-1  ;288.4430810866;-14.6537653942;  1.24; 0.29;   -1.142; 2.364;   -3.925; 2.160
102.8781;      ;6287-2449-1 ;287.4270551375;-16.8768993979;  1.31; 0.24;   -4.336; 6.773;   -6.872; 6.029
102.8988;      ;5721-1210-1 ;290.1157422631;-14.8469196811;  0.82; 0.31;    7.665; 3.905;   -0.601; 3.313
102.9590;      ;6301-1943-1 ;290.1194090091;-17.6567695971;  1.76; 0.40;    2.158; 3.418;  -14.254; 3.444
103.0033;      ;6297-1269-1 ;290.8242416157;-16.6834413430;  1.84; 0.29;   -0.701; 4.524;   -0.569; 3.937
103.0053;      ;5720-389-1  ;288.0337504698;-14.8687574364;  1.35; 0.62;  -15.962; 3.878;  -16.071; 3.463
103.0127;      ;5720-32-1   ;288.1161892604;-14.8134608645;  1.17; 0.27;   -9.192; 3.098;  -13.477; 2.686
103.0964;      ;5720-968-1  ;288.8404390553;-14.5489393880;  6.39; 0.25;   15.916; 0.906;  -11.822; 0.804
103.1046;      ;6287-1116-1 ;287.4536964672;-16.9483843927;  4.02; 0.32;    0.533; 2.750;  -12.530; 2.522
103.1368;      ;6283-882-1  ;287.7477646030;-15.1187480307;  0.98; 0.41;    2.310; 2.962;  -11.336; 2.746
103.1380;      ;6300-1857-1 ;288.2411241654;-17.7641718540;  0.33; 0.51;  -11.759; 3.991;  -15.071; 3.686
103.2006; 94534;            ;288.5922314842;-17.9023152263;  3.35; 0.69;   -9.374; 0.048;  -42.416; 0.034
103.2096;      ;6300-855-1  ;288.5187004877;-17.8804968106;  3.77; 0.28;  -12.030; 2.899;  -14.461; 2.688
103.2871;      ;5721-1484-1 ;289.9462753609;-14.7380901997;  0.78; 0.36;    2.253; 5.602;    0.383; 4.734
103.3509;      ;6287-1320-1 ;287.9856546611;-17.6089503821;  2.81; 0.99;    5.447; 1.738;   -4.472; 1.447
103.4306;      ;5720-177-1  ;288.7025536048;-14.5675539395;  0.33; 0.36;    2.023; 4.812;  -24.505; 3.735
103.5149;      ;6300-878-1  ;289.0268644117;-17.9741218903;  1.01; 0.30;   13.471; 3.293;  -10.143; 2.989
103.5245;      ;6300-1008-1 ;288.6846075231;-17.9308780425;  3.06; 0.44;    9.962; 3.024;  -17.014; 2.603
103.6260;      ;5721-1028-1 ;289.1808968332;-14.5250232832;  0.73; 0.26;   -3.085; 2.002;   -9.891; 1.841
103.7969;      ;6287-744-1  ;287.5131619174;-17.0896034562; -0.62; 0.50;    6.185; 4.343;    7.781; 3.916
103.9401;      ;5720-840-1  ;288.9119988200;-14.5263880751;  0.43; 0.31;    3.713; 2.807;    6.137; 2.541
103.9903;      ;6283-1191-1 ;287.2940048655;-16.4126586793;  2.93; 0.30;    0.908; 4.558;   -8.816; 4.282
104.0306;      ;6297-1267-1 ;290.7557640079;-15.5817416671;  1.33; 0.35;    6.736; 0.551;   -0.011; 0.527
104.0745;      ;6300-1003-1 ;288.1816298572;-17.7502469624;  1.62; 0.42;   -0.025; 3.025;   -6.628; 2.835
104.1737;      ;5720-1394-1 ;288.5551928799;-14.5927002271;  2.66; 0.44;    1.227; 3.332;  -15.280; 2.903
104.2063;      ;6297-166-1  ;290.4196058405;-15.0741701873;  6.02; 0.36;  -25.769; 3.827;  -52.190; 3.249
104.3582;      ;6283-148-1  ;287.5363992119;-15.3641851038;  2.95; 0.25;   -7.362; 2.152;  -29.422; 1.924
104.4118;      ;5720-130-1  ;288.3274026504;-14.6735646008;  2.16; 0.42;    0.444; 4.263;  -19.393; 4.243
104.4423;      ;6301-1543-1 ;290.6334336165;-17.1723876163;  2.13; 0.37;   -7.492; 3.313;  -11.320; 3.102
104.6412;      ;6297-763-1  ;290.9075092648;-16.1945882844;  1.59; 0.51;   -1.434; 3.934;   -4.349; 3.597
104.6923;      ;6300-1914-1 ;288.6999362329;-17.9541446253;  0.57; 0.40;    1.083; 3.859;   -5.537; 3.690
104.7109;      ;5721-1436-1 ;289.3724433864;-14.5258770758;  1.01; 0.30;    2.022; 3.703;    3.041; 3.661
104.8319;      ;6283-1044-1 ;287.3251669520;-15.8386405317;  3.56; 0.69;   10.326; 0.518;    8.905; 0.650
104.8980;      ;6300-1351-1 ;288.6150554188;-17.9378023261;  3.03; 0.33;    8.612; 2.531;    0.327; 2.367
105.2885;      ;6301-1810-1 ;290.6282966308;-17.2065525323;  1.91; 0.27;    4.800; 2.771;   -9.490; 2.612
105.2924;      ;6301-974-1  ;290.2575236842;-17.6051951085;  0.68; 0.30;   -9.258; 6.960;   -4.784; 6.166
105.3297;      ;6283-397-1  ;287.3243296253;-15.8082861262;  4.22; 0.85;    7.212; 1.540;   -4.698; 1.223
105.3755;      ;5720-681-1  ;288.8609302870;-14.5079402791;  0.49; 0.37;    2.475; 2.947;    0.320; 2.621
